,song_name,lyrics,popularity,release_data,duration,explicit,danceability,energy,loudness,modality,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,stop_word_count,word_count,line_count,avg_words_per_line,cleaned_lyrics,number_of_unique_words,month,year,day
43,Dear John,"Long were the nights
When my days once revolved around you
Counting my footsteps
Praying the floor wont fall through
Again

And my mother accused me of losing my mind
But I swore I was fine

You paint me a blue sky
And go back and turn it to rain
And I lived in your chess game
But you changed the rules every day

Wonderin which version of you I might get on the phone tonight
Well I stopped pickin up and this song is to let you know why

Dear John
I see it all now that youre gone
Dont you think I was too young to be messed
With
The girl in the dress
Cried the whole way home
I shouldve known

Well maybe its me
And my blind optimism
To blame
Or maybe its you and your sick need
To give love then take it away

And youll add my name
To your long list of traitors
Who dont understand
And I look back in regret
How I ignored when they said
Run as fast as you can

Dear John
I see it all now that youre gone
Dont you think I was too young to be messed
With
The girl in the dress
Cried the whole way home

Dear John
I see it all now It was wrong
Dont you think nineteens too young to be played
By your dark twisted games
When I loved you so
I shouldve known

You are an expert at Sorry
And keeping lines blurry
Never impressed by me acing your tests
All the girls that youve run dry
Have tired lifeless eyes
Cause youve burned them out

But I took your matches
Before fire could catch me
So dont look now
Im shining like fireworks
Over your sad empty town

Dear John
I see it all now that youre gone
Dont you think I was too young to be messed
With
The girl in the dress
Cried the whole way home

I see it all now that youre gone
Dont you think I was too young to be messed
With
The girl in the dress
Wrote you a song
You shouldve known

You shouldve known
Dont you think I was too young
You shouldve known
",65,2010-10-25,403920,False,0.589,0.47,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,3,121,307,69,4.449275362318841,"Long nights
When days revolved around you
Counting footsteps
Praying floor wont fall through
Again

And mother accused losing mind
But I swore I fine

You paint blue sky
And go back turn rain
And I lived chess game
But changed rules every day

Wonderin version I might get phone tonight
Well I stopped pickin song let know why

Dear John
I see youre gone
Dont think I young messed
With
The girl dress
Cried whole way home
I shouldve known

Well maybe me
And blind optimism
To blame
Or maybe sick need
To give love take away

And youll add name
To long list traitors
Who dont understand
And I look back regret
How I ignored said
Run fast can

Dear John
I see youre gone
Dont think I young messed
With
The girl dress
Cried whole way home

Dear John
I see It wrong
Dont think nineteens young played
By dark twisted games
When I loved so
I shouldve known

You expert Sorry
And keeping lines blurry
Never impressed acing tests
All girls youve run dry
Have tired lifeless eyes
Cause youve burned out

But I took matches
Before fire could catch me
So dont look now
Im shining like fireworks
Over sad empty town

Dear John
I see youre gone
Dont think I young messed
With
The girl dress
Cried whole way home

I see youre gone
Dont think I young messed
With
The girl dress
Wrote song
You shouldve known

You shouldve known
Dont think I young
You shouldve known
",180,10,2010,25
44,Mean,"You with your words like knives
And swords and weapons that you use against me
You have knocked me off my feet again
Got me feeling like Im nothing
You with your voice like nails on a chalkboard
Calling me out when Im wounded
You picking on the weaker man

Well you can take me down
With just one single blow
But you dont know what you dont know

Someday Ill be living in a big old city
And all youre ever gonna be is mean
Someday Ill be big enough so you cant hit me
And all youre ever gonna be is mean
Why you gotta be so mean

You with your switching sides
And your wildfire lies and your humiliation
You have pointed out my flaws again
As if I dont already see them
I walk with my head down trying to block you out
Cause Ill never impress you
I just wanna feel okay again

I bet you got pushed around
Somebody made you cold
But the cycle ends right now
Cause you cant lead me down that road
And you dont know what you dont know

Someday Ill be living in a big old city
And all youre ever gonna be is mean
Someday Ill be big enough so you cant hit me
And all youre ever gonna be is mean
Why you gotta be so mean

And I can see you years from now in a bar
Talking over a football game
With that same big loud opinion
But nobodys listening
Washed up and ranting about the same old bitter things
Drunk and grumbling on about how I cant sing
But all you are is mean
All you are is mean
And a liar and pathetic and alone in life
And mean and mean and mean and mean

But someday Ill be living in a big old city
And all youre ever gonna be is mean yeah

Someday Ill be big enough so you cant hit me
And all youre ever gonna be is mean
Why you gotta be so mean
Someday Ill be living in a big old city
Why you gotta be so mean
And all youre ever gonna be is mean
Why you gotta be so mean
Someday Ill be big enough so you cant hit me
Why you gotta be so mean
And all youre ever gonna be is mean
Why you gotta be so mean
",0,2023-04-21,247373,False,0.432,0.897,-4.367,1,0.0533,0.145,0.0,0.386,0.576,163.722,4,154,351,55,6.381818181818182,"You words like knives
And swords weapons use me
You knocked feet again
Got feeling like Im nothing
You voice like nails chalkboard
Calling Im wounded
You picking weaker man

Well take down
With one single blow
But dont know dont know

Someday Ill living big old city
And youre ever gonna mean
Someday Ill big enough cant hit me
And youre ever gonna mean
Why gotta mean

You switching sides
And wildfire lies humiliation
You pointed flaws again
As I dont already see them
I walk head trying block out
Cause Ill never impress you
I wanna feel okay again

I bet got pushed around
Somebody made cold
But cycle ends right now
Cause cant lead road
And dont know dont know

Someday Ill living big old city
And youre ever gonna mean
Someday Ill big enough cant hit me
And youre ever gonna mean
Why gotta mean

And I see years bar
Talking football game
With big loud opinion
But nobodys listening
Washed ranting old bitter things
Drunk grumbling I cant sing
But mean
All mean
And liar pathetic alone life
And mean mean mean mean

But someday Ill living big old city
And youre ever gonna mean yeah

Someday Ill big enough cant hit me
And youre ever gonna mean
Why gotta mean
Someday Ill living big old city
Why gotta mean
And youre ever gonna mean
Why gotta mean
Someday Ill big enough cant hit me
Why gotta mean
And youre ever gonna mean
Why gotta mean
",138,4,2023,21
45,The Story Of Us,"I used to think one day wed tell the story of us
How we met and the sparks flew instantly
And people would say Theyre the lucky ones
I used to know my place was the spot next to you
Now Im searching the room for an empty seat
Cause lately I dont even know what page youre on

Oh a simple complication
Miscommunications lead to fallout
So many things that I wish you knew
So many walls up I cant break through

Now Im standing alone in a crowded room and were not speaking
And Im dying to know is it killing you like its killing me yeah
I dont know what to say since the twist of fate when it all broke down
And the story of us looks a lot like a tragedy now

Next chapter

Howd we end up this way
See me nervously pulling at my clothes and trying to look busy
And youre doing your best to avoid me
Im starting to think one day Ill tell the story of us
How I was losing my mind when I saw you here
But you held your pride like you shouldve held me

Oh Im scared to see the ending
Why are we pretending this is nothing
Id tell you I miss you but I dont know how
Ive never heard silence quite this loud

Now Im standing alone in a crowded room and were not speaking
And Im dying to know is it killing you like its killing me yeah
I dont know what to say since the twist of fate when it all broke down
And the story of us looks a lot like a tragedy now

This is looking like a contest
Of who can act like they care less
But I liked it better when you were on my side

The battles in your hands now
But I would lay my armour down
If you said youd rather love than fight

So many things that you wish I knew
But the story of us might be ending soon

Now Im standing alone in a crowded room and were not speaking
And Im dying to know is it killing you like its killing me yeah
But I dont know what to say since the twist of fate when it all broke down
And the story of us looks a lot like a tragedy now now now

and were not speaking
And Im dying to know is it killing you like its killing me yeah
I dont know what to say since the twist of fate cause were going down
And the story of us looks a lot like a tragedy now

The end
",68,2010-10-25,265666,False,0.543,0.818,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,4,158,406,46,8.826086956521738,"I used think one day wed tell story us
How met sparks flew instantly
And people would say Theyre lucky ones
I used know place spot next you
Now Im searching room empty seat
Cause lately I dont even know page youre on

Oh simple complication
Miscommunications lead fallout
So many things I wish knew
So many walls I cant break through

Now Im standing alone crowded room speaking
And Im dying know killing like killing yeah
I dont know say since twist fate broke down
And story us looks lot like tragedy now

Next chapter

Howd end way
See nervously pulling clothes trying look busy
And youre best avoid me
Im starting think one day Ill tell story us
How I losing mind I saw here
But held pride like shouldve held me

Oh Im scared see ending
Why pretending nothing
Id tell I miss I dont know how
Ive never heard silence quite loud

Now Im standing alone crowded room speaking
And Im dying know killing like killing yeah
I dont know say since twist fate broke down
And story us looks lot like tragedy now

This looking like contest
Of act like care less
But I liked better side

The battles hands now
But I would lay armour down
If said youd rather love fight

So many things wish I knew
But story us might ending soon

Now Im standing alone crowded room speaking
And Im dying know killing like killing yeah
But I dont know say since twist fate broke down
And story us looks lot like tragedy now

and speaking
And Im dying know killing like killing yeah
I dont know say since twist fate cause going down
And story us looks lot like tragedy now

The end
",168,10,2010,25
46,Never Grow Up,"Your little hands wrapped around my finger
And its so quiet in the world tonight
Your little eyelids flutter cause youre dreaming
So I tuck you in turn on your favorite night light
To you everythings funny you got nothing to regret
Id give all I have honey
If you could stay like that

Oh darling dont you ever grow up
Dont you ever grow up just stay this little
Oh darling dont you ever grow up
Dont you ever grow up it could stay this simple
I wont let nobody hurt you wont let no one break your heart
And no one will desert you
Just try to never grow up never grow up

Youre in the car on the way to the movies
And youre mortified your moms dropping you off
At fourteen theres just so much you cant do
And you cant wait to move out someday and call your own shots
But dont make her drop you off around the block
Remember that shes getting older too
And dont lose the way that you dance around in your pjs getting ready for school

Oh darling dont you ever grow up
Dont you ever grow up just stay this little
Oh darling dont you ever grow up
Dont you ever grow up it could stay this simple
No ones ever burned you nothings ever left you scarred
And even though you want to just try to never grow up

Take pictures in your mind of your childhood room
Memorize what it sounded like when your dad gets home
Remember the footsteps remember the words said
And all your little brothers favorite songs
I just realized everything I have is someday gonna be gone

So here I am in my new apartment
In a big city they just dropped me off
Its so much colder than I thought it would be
So I tuck myself in and turn my night light on

Wish Id never grown up
I wish Id never grown up

Oh I dont wanna grow up wish Id never grown up
I could still be little
Oh I dont wanna grow up wish Id never grown up
It could still be simple
Oh darling dont you ever grow up
Dont you ever grow up just stay this little
Oh darling dont you ever grow up
Dont you ever grow up it could stay this simple
Wont let nobody hurt you
Wont let no one break your heart
And even though you want to please try to never grow up
Oh dont you ever grow up
Oh never grow up just never grow up
",61,2010-10-25,290466,False,0.714,0.305,-8.837,1,0.0305,0.819,0.0,0.174,0.554,124.91,4,129,388,51,7.607843137254902,"Your little hands wrapped around finger
And quiet world tonight
Your little eyelids flutter cause youre dreaming
So I tuck turn favorite night light
To everythings funny got nothing regret
Id give I honey
If could stay like that

Oh darling dont ever grow up
Dont ever grow stay little
Oh darling dont ever grow up
Dont ever grow could stay simple
I wont let nobody hurt wont let one break heart
And one desert you
Just try never grow never grow up

Youre car way movies
And youre mortified moms dropping off
At fourteen theres much cant do
And cant wait move someday call shots
But dont make drop around block
Remember shes getting older too
And dont lose way dance around pjs getting ready school

Oh darling dont ever grow up
Dont ever grow stay little
Oh darling dont ever grow up
Dont ever grow could stay simple
No ones ever burned nothings ever left scarred
And even though want try never grow up

Take pictures mind childhood room
Memorize sounded like dad gets home
Remember footsteps remember words said
And little brothers favorite songs
I realized everything I someday gonna gone

So I new apartment
In big city dropped off
Its much colder I thought would be
So I tuck turn night light on

Wish Id never grown up
I wish Id never grown up

Oh I dont wanna grow wish Id never grown up
I could still little
Oh I dont wanna grow wish Id never grown up
It could still simple
Oh darling dont ever grow up
Dont ever grow stay little
Oh darling dont ever grow up
Dont ever grow could stay simple
Wont let nobody hurt you
Wont let one break heart
And even though want please try never grow up
Oh dont ever grow up
Oh never grow never grow up
",168,10,2010,25
47,Enchanted,"There I was again tonight
Forcing laughter faking smiles
Same old tired lonely place

Walls of insincerity
Shifting eyes and vacancy
Vanished when I saw your face

All I can say is it was enchanting to meet you

Your eyes whispered Have we met
Across the room your silhouette
Starts to make its way to me
The playful conversation starts
Counter all your quick remarks
Like passing notes in secrecy

And it was enchanting to meet you
All I can say is I was enchanted to meet you

This night is sparkling dont you let it go
Im wonderstruck blushing all the way home
Ill spend forever wondering if you knew
I was enchanted to meet you

The lingering question kept me up
2 AM who do you love
I wonder til Im wide awake
And now Im pacing back and forth
Wishing you were at my door
Id open up and you would say Hey
It was enchanting to meet you
All I know is I was enchanted to meet you

This night is sparkling dont you let it go
Im wonderstruck blushing all the way home
Ill spend forever wondering if you knew
This night is flawless dont you let it go
Im wonderstruck dancing around all alone
Ill spend forever wondering if you knew
I was enchanted to meet you

This is me praying that
This was the very first page
Not where the story line ends
My thoughts will echo your name
Until I see you again
These are the words I held back
As I was leaving too soon
I was enchanted to meet you

Please dont be in love with someone else
Please dont have somebody waiting on you
Please dont be in love with someone else
Please dont have somebody waiting on you

This night is sparkling dont you let it go
Im wonderstruck blushing all the way home
Ill spend forever wondering if you knew
This night is flawless dont you let it go
Please dont be in love with someone else
Im wonderstruck dancing around all alone
Please dont have somebody waiting on you
Ill spend forever wondering if you knew
Please dont be in love with someone else
I was enchanted to meet you

Please dont be in love with someone else
Please dont have somebody waiting on you
",79,2010-10-25,352186,False,0.455,0.623,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,4,123,332,58,5.724137931034483,"There I tonight
Forcing laughter faking smiles
Same old tired lonely place

Walls insincerity
Shifting eyes vacancy
Vanished I saw face

All I say enchanting meet you

Your eyes whispered Have met
Across room silhouette
Starts make way me
The playful conversation starts
Counter quick remarks
Like passing notes secrecy

And enchanting meet you
All I say I enchanted meet you

This night sparkling dont let go
Im wonderstruck blushing way home
Ill spend forever wondering knew
I enchanted meet you

The lingering question kept up
2 AM love
I wonder til Im wide awake
And Im pacing back forth
Wishing door
Id open would say Hey
It enchanting meet you
All I know I enchanted meet you

This night sparkling dont let go
Im wonderstruck blushing way home
Ill spend forever wondering knew
This night flawless dont let go
Im wonderstruck dancing around alone
Ill spend forever wondering knew
I enchanted meet you

This praying that
This first page
Not story line ends
My thoughts echo name
Until I see again
These words I held back
As I leaving soon
I enchanted meet you

Please dont love someone else
Please dont somebody waiting you
Please dont love someone else
Please dont somebody waiting you

This night sparkling dont let go
Im wonderstruck blushing way home
Ill spend forever wondering knew
This night flawless dont let go
Please dont love someone else
Im wonderstruck dancing around alone
Please dont somebody waiting you
Ill spend forever wondering knew
Please dont love someone else
I enchanted meet you

Please dont love someone else
Please dont somebody waiting you
",146,10,2010,25
48,Better Than Revenge,"Now go stand in the corner and think about what you did

Time for a little revenge

The story starts when it was hot and it was summer and
I had it all I had him right there where I wanted him
She came along got him alone and lets hear the applause
She took him faster than you could say sabotage

I never saw it coming wouldnt have suspected it
I underestimated just who I was dealing with
She had to know the pain was beating on me like a drum
She underestimated just who she was stealing from

Shes not a saint
And shes not what you think
Shes an actress
Shes better known
For the things that she does on the mattress

Soon shes gonna find
Stealing other peoples toys
On the playground wont make you many friends
She should keep in mind
She should keep in mind
There is nothing I do better than revenge

She looks at life like its a party and shes on the list
She looks at me like Im a trend and shes so over it
I think her everpresent frown is a little troubling
She thinks Im psycho cause I like to rhyme her name with things

But sophistication isnt what you wear or who you know
Or pushing people down to get you where you wanna go
They wouldnt teach you that in prep school so its up to me
But no amount of vintage dresses gives you dignity
Think about what you did

Shes not a saint
And shes not what you think
Shes an actress
Shes better known
For the things that she does
On the mattress

Soon shes gonna find
Stealing other peoples toys
On the playground wont make you many friends
She should keep in mind
She should keep in mind
There is nothing I do better than revenge

Im just another thing for you to roll your eyes at honey
You might have him but havent you heard
Im just another thing for you to roll your eyes at honey
You might have him but I always get the last word

Shes not a saint
And shes not what you think
Shes an actress
She deserve it
Shes better known
For the things that she does on the mattress

Soon shes gonna find
Stealing other peoples toys
On the playground wont make you many friends
She should keep in mind
She should keep in mind
There is nothing I do better than revenge

Do you still feel like you know what youre doing
Cause I dont think you do
No no no no
Do you still feel like you know what youre doing
I dont think you do
I dont think you do

Lets hear the applause
Come on come on
Come on show me how much better you are
So much better yeah
So you deserve some applause cause youre so much better

She took him faster than you could say sabotage
",68,2010-10-25,217160,False,0.516,0.917,-3.186,0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,4,191,430,70,6.142857142857143,"Now go stand corner think did

Time little revenge

The story starts hot summer and
I I right I wanted him
She came along got alone lets hear applause
She took faster could say sabotage

I never saw coming wouldnt suspected it
I underestimated I dealing with
She know pain beating like drum
She underestimated stealing from

Shes saint
And shes think
Shes actress
Shes better known
For things mattress

Soon shes gonna find
Stealing peoples toys
On playground wont make many friends
She keep mind
She keep mind
There nothing I better revenge

She looks life like party shes list
She looks like Im trend shes it
I think everpresent frown little troubling
She thinks Im psycho cause I like rhyme name things

But sophistication isnt wear know
Or pushing people get wanna go
They wouldnt teach prep school me
But amount vintage dresses gives dignity
Think did

Shes saint
And shes think
Shes actress
Shes better known
For things does
On mattress

Soon shes gonna find
Stealing peoples toys
On playground wont make many friends
She keep mind
She keep mind
There nothing I better revenge

Im another thing roll eyes honey
You might havent heard
Im another thing roll eyes honey
You might I always get last word

Shes saint
And shes think
Shes actress
She deserve it
Shes better known
For things mattress

Soon shes gonna find
Stealing peoples toys
On playground wont make many friends
She keep mind
She keep mind
There nothing I better revenge

Do still feel like know youre doing
Cause I dont think do
No no
Do still feel like know youre doing
I dont think do
I dont think do

Lets hear applause
Come come on
Come show much better are
So much better yeah
So deserve applause cause youre much better

She took faster could say sabotage
",179,10,2010,25
49,Innocent,"I guess you really did it this time
Left yourself in your warpath
Lost your balance on a tightrope
Lost your mind tryin to get it back

Wasnt it easier in your lunchbox days
Always a bigger bed to crawl into
Wasnt it beautiful when you believed in everything
And everybody believed in you

Its alright just wait and see
Your string of lights is still bright to me
Oh who you are is not where youve been
Youre still an innocent
Youre still an innocent

Did some things you cant speak of
But at night you live it all again
You wouldnt be shattered on the floor now
If only you had seen what you know now then

Wasnt it easier in your fireflycatchin days
When everything out of reach
Someone bigger brought down to you
Wasnt it beautiful runnin wild til you fell asleep
Before the monsters caught up to you

Its alright just wait and see
Your string of lights is still bright to me
Oh who you are is not what youve been
Youre still an innocent
Its okay life is a tough crowd
32 and still growin up now
Who you are is not what you did
Youre still an innocent

Time turns flames to embers
Youll have new Septembers
Every one of us has messed up too
Lives change like the weather
I hope you remember
Today is never too late to be brand new

Its alright just wait and see
Your string of lights is still bright to me
Oh who you are is not what youve been
Youre still an innocent
Its okay life is a tough crowd
32 and still growin up now
Who you are is not what you did
Youre still an innocent
Youre still an innocent

Lost your balance on a tightrope
Its never too late to get it back
",58,2010-10-25,302253,False,0.552,0.608,-5.29,0,0.0259,0.186,0.0,0.125,0.17,134.05,4,127,266,47,5.659574468085107,"I guess really time
Left warpath
Lost balance tightrope
Lost mind tryin get back

Wasnt easier lunchbox days
Always bigger bed crawl into
Wasnt beautiful believed everything
And everybody believed you

Its alright wait see
Your string lights still bright me
Oh youve been
Youre still innocent
Youre still innocent

Did things cant speak of
But night live again
You wouldnt shattered floor now
If seen know then

Wasnt easier fireflycatchin days
When everything reach
Someone bigger brought you
Wasnt beautiful runnin wild til fell asleep
Before monsters caught you

Its alright wait see
Your string lights still bright me
Oh youve been
Youre still innocent
Its okay life tough crowd
32 still growin now
Who did
Youre still innocent

Time turns flames embers
Youll new Septembers
Every one us messed too
Lives change like weather
I hope remember
Today never late brand new

Its alright wait see
Your string lights still bright me
Oh youve been
Youre still innocent
Its okay life tough crowd
32 still growin now
Who did
Youre still innocent
Youre still innocent

Lost balance tightrope
Its never late get back
",134,10,2010,25
50,Haunted,"You and I walk a fragile line
I have known it all this time
But I never thought Id live to see it break
Its getting dark and its all too quiet
And I cant trust anything now
And its coming over you like its all a big mistake

Oh holding my breath
Wont lose you again
Somethings made your eyes go cold

Come on come on dont leave me like this
I thought I had you figured out
Somethings gone terribly wrong
Youre all I wanted
Come on come on dont leave me like this
I thought I had you figured out
Cant breathe whenever youre gone
Cant turn back now Im haunted

Stood there and watched you walk away
From everything we had
But I still mean every word I said to you
He will try to take away my pain
And he just might make me smile
But the whole time Im wishing he was you instead

Oh holding my breath
Wont see you again
Something keeps me holding on to nothing

Come on come on dont leave me like this
I thought I had you figured out
Somethings gone terribly wrong
Youre all I wanted
Come on come on dont leave me like this
I thought I had you figured out
Cant breathe whenever youre gone
Cant turn back now Im haunted

I know I know I just know
Youre not gone You cant be gone No

Come on come on dont leave me like this
I thought I had you figured out
Somethings gone terribly wrong
Wont finish what you started
Come on come on dont leave me like this
I thought I had you figured out
Cant breathe whenever youre gone
Cant go back Im haunted

Oh

You and I walk a fragile line
I have known it all this time
Never ever thought Id see it break
Never thought Id see it
",64,2010-10-25,242080,False,0.436,0.95,-2.627,1,0.057,0.0826,1.08e-06,0.149,0.352,162.088,4,87,271,49,5.530612244897959,"You I walk fragile line
I known time
But I never thought Id live see break
Its getting dark quiet
And I cant trust anything now
And coming like big mistake

Oh holding breath
Wont lose again
Somethings made eyes go cold

Come come dont leave like this
I thought I figured out
Somethings gone terribly wrong
Youre I wanted
Come come dont leave like this
I thought I figured out
Cant breathe whenever youre gone
Cant turn back Im haunted

Stood watched walk away
From everything had
But I still mean every word I said you
He try take away pain
And might make smile
But whole time Im wishing instead

Oh holding breath
Wont see again
Something keeps holding nothing

Come come dont leave like this
I thought I figured out
Somethings gone terribly wrong
Youre I wanted
Come come dont leave like this
I thought I figured out
Cant breathe whenever youre gone
Cant turn back Im haunted

I know I know I know
Youre gone You cant gone No

Come come dont leave like this
I thought I figured out
Somethings gone terribly wrong
Wont finish started
Come come dont leave like this
I thought I figured out
Cant breathe whenever youre gone
Cant go back Im haunted

Oh

You I walk fragile line
I known time
Never ever thought Id see break
Never thought Id see it
",112,10,2010,25
51,Last Kiss,"I still remember the look on your face
Lit through the darkness at 158
The words that you whispered
For just us to know
You told me you loved me
So why did you go away
Away

I do recall now the smell of the rain
Fresh on the pavement
I ran off the plane
That July 9th
The beat of your heart
It jumps through your shirt
I can still feel your arms

But now Ill go sit on the floor
Wearing your clothes
All that I know is
I dont know how to be something you miss
I never thought wed have a last kiss
Never imagined wed end like this
Your name forever the name on my lips

I do remember the swing of your step
The life of the party youre showing off again
And I roll my eyes and then
You pull me in
Im not much for dancing
But for you I did

Because I love your handshake meeting my father
I love how you walk with your hands in your pockets
How youd kiss me when I was in the middle of saying something
Theres not a day I dont miss those rude interruptions

And Ill go sit on the floor
Wearing your clothes
All that I know is
I dont know how to be something you miss
I never thought wed have a last kiss
I never imagined wed end like this
Your name forever the name on my lips

So Ill watch your life in pictures like I used to watch you sleep
And I feel you forget me like I used to feel you breathe
And I keep up with our old friends just to ask them how you are
Hope its nice where you are

And I hope the sun shines
And its a beautiful day
And something reminds you
You wish you had stayed
You can plan for a change in weather and time
But I never planned on you changing your mind

So Ill go sit on the floor
Wearing your clothes
All that I know is
I dont know how to be something you miss
I never thought wed have a last kiss
I never imagined wed end like this
Your name forever the name on my lips

Just like our last kiss
Forever the name on my lips
Forever the name on my lips

Just like our last
",64,2010-10-25,367133,False,0.371,0.341,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,1,141,345,59,5.8474576271186445,"I still remember look face
Lit darkness 158
The words whispered
For us know
You told loved me
So go away
Away

I recall smell rain
Fresh pavement
I ran plane
That July 9th
The beat heart
It jumps shirt
I still feel arms

But Ill go sit floor
Wearing clothes
All I know is
I dont know something miss
I never thought wed last kiss
Never imagined wed end like this
Your name forever name lips

I remember swing step
The life party youre showing again
And I roll eyes then
You pull in
Im much dancing
But I did

Because I love handshake meeting father
I love walk hands pockets
How youd kiss I middle saying something
Theres day I dont miss rude interruptions

And Ill go sit floor
Wearing clothes
All I know is
I dont know something miss
I never thought wed last kiss
I never imagined wed end like this
Your name forever name lips

So Ill watch life pictures like I used watch sleep
And I feel forget like I used feel breathe
And I keep old friends ask are
Hope nice are

And I hope sun shines
And beautiful day
And something reminds you
You wish stayed
You plan change weather time
But I never planned changing mind

So Ill go sit floor
Wearing clothes
All I know is
I dont know something miss
I never thought wed last kiss
I never imagined wed end like this
Your name forever name lips

Just like last kiss
Forever name lips
Forever name lips

Just like last
",159,10,2010,25
52,Long Live,"I said remember this moment
In the back of my mind
The time we stood with our shaking hands
The crowds in stands went wild

We were the kings and the queens
And they read off our names
The night you danced like you knew
Our lives would never be the same

You held your head like a hero
On a history book page
It was the end of a decade
But the start of an age

Long live the walls we crashed through
How the kingdom lights shined just for me and you
I was screaming long live all the magic we made
And bring on all the pretenders
One day we will be remembered

I said remember this feeling
I pass the pictures around
Of all the years that we stood there
On the sidelines wishing for right now

We are the kings and the queens
You traded your baseball cap for a crown
When they gave us our trophies
And we held them up for our town

And the cynics were outraged
Screaming This is absurd
Cause for a moment a band of thieves
In rippedup jeans got to rule the world

Long live the walls we crashed through
How the kingdom lights shined just for me and you
I was screaming long live all the magic we made
And bring on all the pretenders
Im not afraid

Long live all the mountains we moved
I had the time of my life fighting dragons with you
I was screaming long live that look on your face
And bring on all the pretenders
One day we will be remembered

Hold on to spinning around
Confetti falls to the ground
May these memories break our fall

Will you take a moment
Promise me this
That youll stand by me forever
But if God forbid fate should step in

And force us into a goodbye
If you have children some day
When they point to the pictures
Please tell them my name

Tell them how the crowds went wild
Tell them how I hope they shine

Long live the walls we crashed through
I had the time of my life with you

Long long live the walls we crashed through
How the kingdom lights shined just for me and you
And I was screaming long live all the magic we made
And bring on all the pretenders
Im not afraid

Singing long live all the mountains we moved
I had the time of my life fighting dragons with you
And long long live that look on your face
And bring on all the pretenders
One day we will be remembered
",62,2010-10-25,317946,False,0.418,0.68,-4.3,1,0.0346,0.036,7.59e-05,0.108,0.142,204.125,4,178,377,64,5.890625,"I said remember moment
In back mind
The time stood shaking hands
The crowds stands went wild

We kings queens
And read names
The night danced like knew
Our lives would never same

You held head like hero
On history book page
It end decade
But start age

Long live walls crashed through
How kingdom lights shined you
I screaming long live magic made
And bring pretenders
One day remembered

I said remember feeling
I pass pictures around
Of years stood there
On sidelines wishing right now

We kings queens
You traded baseball cap crown
When gave us trophies
And held town

And cynics outraged
Screaming This absurd
Cause moment band thieves
In rippedup jeans got rule world

Long live walls crashed through
How kingdom lights shined you
I screaming long live magic made
And bring pretenders
Im afraid

Long live mountains moved
I time life fighting dragons you
I screaming long live look face
And bring pretenders
One day remembered

Hold spinning around
Confetti falls ground
May memories break fall

Will take moment
Promise this
That youll stand forever
But God forbid fate step in

And force us goodbye
If children day
When point pictures
Please tell name

Tell crowds went wild
Tell I hope shine

Long live walls crashed through
I time life you

Long long live walls crashed through
How kingdom lights shined you
And I screaming long live magic made
And bring pretenders
Im afraid

Singing long live mountains moved
I time life fighting dragons you
And long long live look face
And bring pretenders
One day remembered
",177,10,2010,25
53,Ours,"Elevator buttons and morning air
Strangers silence makes me wanna take the stairs
If you were here wed laugh about their vacant stares
But right now my time is theirs

Seems like theres always someone who disapproves
Theyll judge it like they know about me and you
And the verdict comes from those with nothing else to do
The jurys out but my choice is you

So dont you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
The stakes are high the waters rough
But this love is ours

You never know what people have up their sleeves
Ghosts from your past gonna jump out at me
Lurking in the shadows with their lip gloss smiles
But I dont care cause right now youre mine

And youll say
Dont you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
The stakes are high the waters rough
But this love is ours

And its not theirs to speculate
If its wrong and
Your hands are tough
But they are where mine belong and
Ill fight their doubt and give you faith
With this song for you

Cause I love the gap between your teeth
And I love the riddles that you speak
And any snide remarks from my father about your tattoos will be ignored
Cause my heart is yours

So dont you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
Dont you worry your pretty little mind
People throw rocks at things that shine
But they cant take whats ours
They cant take whats ours

The stakes are high the waters rough
But this love is ours
",63,2010-10-25,237920,False,0.608,0.569,-7.227,1,0.0284,0.537,0.0,0.097,0.238,159.845,4,97,255,42,6.071428571428571,"Elevator buttons morning air
Strangers silence makes wanna take stairs
If wed laugh vacant stares
But right time theirs

Seems like theres always someone disapproves
Theyll judge like know you
And verdict comes nothing else do
The jurys choice you

So dont worry pretty little mind
People throw rocks things shine
And life makes love look hard
The stakes high waters rough
But love ours

You never know people sleeves
Ghosts past gonna jump me
Lurking shadows lip gloss smiles
But I dont care cause right youre mine

And youll say
Dont worry pretty little mind
People throw rocks things shine
And life makes love look hard
The stakes high waters rough
But love ours

And speculate
If wrong and
Your hands tough
But mine belong and
Ill fight doubt give faith
With song you

Cause I love gap teeth
And I love riddles speak
And snide remarks father tattoos ignored
Cause heart yours

So dont worry pretty little mind
People throw rocks things shine
And life makes love look hard
Dont worry pretty little mind
People throw rocks things shine
But cant take whats ours
They cant take whats ours

The stakes high waters rough
But love ours
",143,10,2010,25
