,song_name,lyrics,popularity,release_data,duration,explicit,danceability,energy,loudness,modality,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,stop_word_count,word_count,line_count,avg_words_per_line,cleaned_lyrics,number_of_unique_words,month,year,day
147,happiness,"Honey when Im above the trees
I see this for what it is
But now Im right down in it all the years Ive given
Is just shit were dividin up
Showed you all of my hiding spots
I was dancing when the music stopped
And in the disbelief I cant face reinvention
I havent met the new me yet

Therell be happiness after you
But there was happiness because of you
Both of these things can be true
There is happiness

Past the blood and bruise
Past the curses and cries
Beyond the terror in the nightfall
Haunted by the look in my eyes
That wouldve loved you for a lifetime
Leave it all behind
And there is happiness

Tell me when did your winning smile
Begin to look like a smirk
When did all our lessons start to look like weapons
Pointed at my deepest hurt
I hope shell be a beautiful fool
Who takes my spot next to you
No I didnt mean that
Sorry I cant see facts through all of my fury
You havent met the new me yet

Therell be happiness after me
But there was happiness because of me
Both of these things I believe
There is happiness

In our history across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight leave it all behind
And there is happiness

I cant make it go away by making you a villain
I guess its the price I paid for seven years in Heaven
And I pulled your body into mine
Every goddamn night now I get fake niceties
No one teaches you what to do
When a good man hurts you
And you know you hurt him too

Honey when Im above the trees
I see it for what it is
But now my eyes leak acid rain on the pillow where you used to lay your head
After giving you the best I had
Tell me what to give after that
All you want from me now is the green light of forgiveness
You havent met the new me yet
And I think shell give you that

Therell be happiness after you
But there was happiness because of you too
Both of these things can be true
There is happiness

In our history across our great divide
There is a glorious sunrise
Dappled with the flickers of light
From the dress I wore at midnight leave it all behind
Oh leave it all behind
Leave it all behind
And there is happiness
",68,2020-12-11,315146,True,0.559,0.334,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,4,177,369,63,5.857142857142857,"Honey Im trees
I see is
But Im right years Ive given
Is shit dividin up
Showed hiding spots
I dancing music stopped
And disbelief I cant face reinvention
I havent met new yet

Therell happiness you
But happiness you
Both things true
There happiness

Past blood bruise
Past curses cries
Beyond terror nightfall
Haunted look eyes
That wouldve loved lifetime
Leave behind
And happiness

Tell winning smile
Begin look like smirk
When lessons start look like weapons
Pointed deepest hurt
I hope shell beautiful fool
Who takes spot next you
No I didnt mean that
Sorry I cant see facts fury
You havent met new yet

Therell happiness me
But happiness me
Both things I believe
There happiness

In history across great divide
There glorious sunrise
Dappled flickers light
From dress I wore midnight leave behind
And happiness

I cant make go away making villain
I guess price I paid seven years Heaven
And I pulled body mine
Every goddamn night I get fake niceties
No one teaches do
When good man hurts you
And know hurt too

Honey Im trees
I see is
But eyes leak acid rain pillow used lay head
After giving best I had
Tell give that
All want green light forgiveness
You havent met new yet
And I think shell give that

Therell happiness you
But happiness too
Both things true
There happiness

In history across great divide
There glorious sunrise
Dappled flickers light
From dress I wore midnight leave behind
Oh leave behind
Leave behind
And happiness
",183,12,2020,11
148,dorothea,"Hey Dorothea
Do you ever stop and think about me
When we were younger
Down in the park
Honey making a lark of the misery
You got shiny friends since you left town
A tiny screens the only place I see you now
And I got nothing but well wishes for ya

Oooh
This place is the same as it ever was
Oooh
But you wont like it that way

Its never too late
To come back to my side
The stars in your eyes
Shined brighter in Tupelo
And if youre ever tired of being known
For who you know
You know that youll always know me
Dorothea
Dorothea

Ooh youre a queen
Selling dreams
Selling makeup and magazines
Ooh from you Id buy anything

Hey Dorothea
Do you ever stop and think about me
When it was calmer
Skipping the prom
Just to piss off your mom
And her pageant schemes
And damn Dorothea
They all wanna be ya
But are you still the same soul
I met under the bleachers Well

Oooh
I guess Ill never know
Oooh
And youll go on with the show

But its never too late
To come back to my side
The stars in your eyes
Shined brighter in Tupelo
And if youre ever tired of being known
For who you know
You know youll always know me

Dorothea
Dorothea

Oooh
Oooh
Oohwoooohoohooh oohoohoohooh
Oooh
Oooh
Oohwoooohoohooh oohoohooh

Dorothea
",67,2021-01-07,225880,False,0.605,0.488,-8.322,1,0.0264,0.696,0.0,0.129,0.354,119.966,4,73,183,55,3.327272727272727,"Hey Dorothea
Do ever stop think me
When younger
Down park
Honey making lark misery
You got shiny friends since left town
A tiny screens place I see now
And I got nothing well wishes ya

Oooh
This place ever was
Oooh
But wont like way

Its never late
To come back side
The stars eyes
Shined brighter Tupelo
And youre ever tired known
For know
You know youll always know me
Dorothea
Dorothea

Ooh youre queen
Selling dreams
Selling makeup magazines
Ooh Id buy anything

Hey Dorothea
Do ever stop think me
When calmer
Skipping prom
Just piss mom
And pageant schemes
And damn Dorothea
They wanna ya
But still soul
I met bleachers Well

Oooh
I guess Ill never know
Oooh
And youll go show

But never late
To come back side
The stars eyes
Shined brighter Tupelo
And youre ever tired known
For know
You know youll always know me

Dorothea
Dorothea

Oooh
Oooh
Oohwoooohoohooh oohoohoohooh
Oooh
Oooh
Oohwoooohoohooh oohoohooh

Dorothea
",127,1,2021,7
149,coney island,"Taylor Swift
Break my soul in two
Looking for you but youre right here
If I cant relate to you anymore
Then who am I related to
And if this is the long haul
Howd we get here so soon
Did I close my fist around something delicate
Did I shatter you

And Im sitting on a bench in Coney Island wondering where did my baby go
The fast times the bright lights the merry go
Sorry for not making you my centerfold

Over and over
Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down

Matt Berninger and Taylor Swift
The question pounds my head
Whats a lifetime of achievement
If I pushed you to the edge
But you were too polite to leave me
And do you miss the rogue
Who coaxed you into paradise and left you there
Will you forgive my soul
When youre too wise to trust me and too old to care
Cause we were like the mall before the Internet
It was the one place to be
The mischief the gift wrapped suburban dreams
Sorry for not winning you an arcade ring

Over and over
Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down

Were you waiting at our old spot
In the tree line by the gold clock
Did I leave you hanging every single day
Were you standing in the hallway
With a big cake happy birthday
Did I paint your bluest skies the darkest gray
A universe away
And when I got into the accident
The sight that flashed before me was your face
But when I walked up to the podium
I think that I forgot to say your name

Im on a bench in Coney Island wondering where did my baby go
The fast times the bright lights the merry go
Sorry for not making you my centerfold
Over and over

Lost again with no surprises
Disappointments close your eyes
And it gets colder and colder
When the sun goes down
When the sun goes down

The sight that flashed before me was your face
When the sun goes down
But I think that I forgot to say your name
Over and over
Sorry for not making you my
Making you my
Making you my centerfold
",68,2021-01-07,275320,False,0.537,0.537,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,4,149,338,62,5.451612903225806,"Taylor Swift
Break soul two
Looking youre right here
If I cant relate anymore
Then I related to
And long haul
Howd get soon
Did I close fist around something delicate
Did I shatter you

And Im sitting bench Coney Island wondering baby go
The fast times bright lights merry go
Sorry making centerfold

Over over
Lost surprises
Disappointments close eyes
And gets colder colder
When sun goes down

Matt Berninger Taylor Swift
The question pounds head
Whats lifetime achievement
If I pushed edge
But polite leave me
And miss rogue
Who coaxed paradise left there
Will forgive soul
When youre wise trust old care
Cause like mall Internet
It one place be
The mischief gift wrapped suburban dreams
Sorry winning arcade ring

Over over
Lost surprises
Disappointments close eyes
And gets colder colder
When sun goes down

Were waiting old spot
In tree line gold clock
Did I leave hanging every single day
Were standing hallway
With big cake happy birthday
Did I paint bluest skies darkest gray
A universe away
And I got accident
The sight flashed face
But I walked podium
I think I forgot say name

Im bench Coney Island wondering baby go
The fast times bright lights merry go
Sorry making centerfold
Over over

Lost surprises
Disappointments close eyes
And gets colder colder
When sun goes down
When sun goes down

The sight flashed face
When sun goes down
But I think I forgot say name
Over over
Sorry making my
Making my
Making centerfold
",179,1,2021,7
150,ivy,"Hows one to know
Id meet you where the spirit meets the bones
In a faithforgotten land
In from the snow
Your touch brought forth an incandescent glow
Tarnished but so grand

And the old widow goes to the stone every day
But I dont I just sit here and wait
Grieving for the living

Oh goddamn
My pain fits in the palm of your freezing hand
Taking mine but its been promised to another
Oh I cant
Stop you putting roots in my dreamland
My house of stone your ivy grows
And now Im covered in you

I wish to know
The fatal flaw that makes you long to be
Magnificently cursed
Hes in the room
Your opal eyes are all I wish to see
He wants whats only yours

Oh goddamn
My pain fits in the palm of your freezing hand
Taking mine but its been promised to another
Oh I cant
Stop you putting roots in my dreamland
My house of stone your ivy grows
And now Im covered

Clover blooms in the fields
Spring breaks loose the time is near
What would he do if he found us out
Crescent moon coast is clear
Spring breaks loose but so does fear
Hes gonna burn this house to the ground

Hows one to know
Id live and die for moments that we stole
On begged and borrowed time
So tell me to run
Or dare to sit and watch what well become
And drink my husbands wine

Oh goddamn
My pain fits in the palm of your freezing hand
Taking mine but its been promised to another
Oh I cant
Stop you putting roots in my dreamland
My house of stone your ivy grows
And now Im covered in you
And Im covered in you

So yeah its a fire
Its a goddamn blaze in the dark
And you started it
You started it
So yeah its a war
Its the goddamn fight of my life
And you started it
You started it

Oh I cant
Stop you putting roots in my dreamland
My house of stone your ivy grows
And now Im covered
In you
In you
Now Im covered in you
In you
",71,2020-12-11,260440,True,0.515,0.545,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,4,120,304,65,4.676923076923077,"Hows one know
Id meet spirit meets bones
In faithforgotten land
In snow
Your touch brought forth incandescent glow
Tarnished grand

And old widow goes stone every day
But I dont I sit wait
Grieving living

Oh goddamn
My pain fits palm freezing hand
Taking mine promised another
Oh I cant
Stop putting roots dreamland
My house stone ivy grows
And Im covered you

I wish know
The fatal flaw makes long be
Magnificently cursed
Hes room
Your opal eyes I wish see
He wants whats yours

Oh goddamn
My pain fits palm freezing hand
Taking mine promised another
Oh I cant
Stop putting roots dreamland
My house stone ivy grows
And Im covered

Clover blooms fields
Spring breaks loose time near
What would found us out
Crescent moon coast clear
Spring breaks loose fear
Hes gonna burn house ground

Hows one know
Id live die moments stole
On begged borrowed time
So tell run
Or dare sit watch well become
And drink husbands wine

Oh goddamn
My pain fits palm freezing hand
Taking mine promised another
Oh I cant
Stop putting roots dreamland
My house stone ivy grows
And Im covered you
And Im covered you

So yeah fire
Its goddamn blaze dark
And started it
You started it
So yeah war
Its goddamn fight life
And started it
You started it

Oh I cant
Stop putting roots dreamland
My house stone ivy grows
And Im covered
In you
In you
Now Im covered you
In you
",158,12,2020,11
151,cowboy like me,"And the tennis court was covered up
With some tentlike thing
And you asked me to dance
But I said Dancin is a dangerous game

Oh I thought
This is gonna be one of those things
Now I know
Im never gonna love again

Ive got some tricks up my sleeve
Takes one to know one
Youre a cowboy like me

Never wanted love
Just a fancy car
Now Im waiting by the phone
Like Im sitting in an airport bar

You had some tricks up your sleeve
Takes one to know one
Youre a cowboy like me

Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
Youre a bandit like me
Eyes full of stars
Hustling for the good life
Never thought Id meet you here
It could be love
We could be the way forward
And I know Ill pay for it

Youre a cowboy like me

Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
Youre a bandit like me
Eyes full of stars
Hustling for the good life
Never thought Id meet you here
It could be love
We could be the way forward
And I know Ill pay for it

And the skeletons in both our closets
Plotted hard to fuck this up
And the old men that Ive swindled
Really did believe I was the one
And the ladies lunching have their stories about
When you passed through town
But that was all before I locked it down

Now you hang from my lips
Like the Gardens of Babylon
With your boots beneath my bed
Forever is the sweetest con

Ive had some tricks up my sleeve
Takes one to know one
Youre a cowboy like me
And Im never gonna love again
Im never gonna love again
Im never gonna love again
",70,2020-12-11,275040,True,0.604,0.517,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,4,107,282,60,4.7,"And tennis court covered up
With tentlike thing
And asked dance
But I said Dancin dangerous game

Oh I thought
This gonna one things
Now I know
Im never gonna love again

Ive got tricks sleeve
Takes one know one
Youre cowboy like me

Never wanted love
Just fancy car
Now Im waiting phone
Like Im sitting airport bar

You tricks sleeve
Takes one know one
Youre cowboy like me

Perched dark
Telling rich folks anything wanna hear
Like could love
I could way forward
Only pay it
Youre bandit like me
Eyes full stars
Hustling good life
Never thought Id meet here
It could love
We could way forward
And I know Ill pay it

Youre cowboy like me

Perched dark
Telling rich folks anything wanna hear
Like could love
I could way forward
Only pay it
Youre bandit like me
Eyes full stars
Hustling good life
Never thought Id meet here
It could love
We could way forward
And I know Ill pay it

And skeletons closets
Plotted hard fuck up
And old men Ive swindled
Really believe I one
And ladies lunching stories about
When passed town
But I locked down

Now hang lips
Like Gardens Babylon
With boots beneath bed
Forever sweetest con

Ive tricks sleeve
Takes one know one
Youre cowboy like me
And Im never gonna love again
Im never gonna love again
Im never gonna love again
",135,12,2020,11
152,long story short,"Fatefully
I tried to pick my battles
Til the battle picked me
Misery
Like the war of words I shouted in my sleep
And you passed right by
I was in the alley surrounded on all sides
The knife cuts both ways
If the shoe fits walk in it
Til your high heels break

And I fell from the pedestal
Right down the rabbit hole
Long story short it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short it was the wrong guy
Now Im all about you
Im all about you
Im all about you

Actually
I always felt I must look better in the rear view
Missing me
At the golden gates they once held the keys to
When I dropped my sword
I threw it in the bushes and knocked on your door
And we live in peace
But if someone comes at us
This time Im ready

Cause I fell from the pedestal
Right down the rabbit hole
Long story short it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short it was the wrong guy
Now Im all about you
Im all about you
Im all about you

No more keepin score
Now I just keep you warm Keep you warm
No more tug of war
Now I just know theres more Know theres more
No more keepin score
Now I just keep you warm Keep you warm
And my waves meet your shore
Ever and evermore

Past me
I wanna tell you not to get lost in these petty things
Your nemeses will defeat themselves
Before you get the chance to swing
And hes passing by
Rare as the glimmer of a comet in the sky
And he feels like home
If the shoe fits walk in it
Everywhere you go

And I fell from the pedestal
Right down the rabbit hole
Long story short it was a bad time
Pushed from the precipice
Climbed right back up the cliff
Long story short I survived
Now Im all about you
And now Im all about you ah
And now Im all about you
And now Im all about you ah
Yeah yeah
Im all about you
And now Yeah yeah
Im all about you

Long story short it was a bad time
Long story short I survived
",67,2021-01-07,215920,False,0.546,0.73,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,4,140,328,70,4.685714285714286,"Fatefully
I tried pick battles
Til battle picked me
Misery
Like war words I shouted sleep
And passed right by
I alley surrounded sides
The knife cuts ways
If shoe fits walk it
Til high heels break

And I fell pedestal
Right rabbit hole
Long story short bad time
Pushed precipice
Clung nearest lips
Long story short wrong guy
Now Im you
Im you
Im you

Actually
I always felt I must look better rear view
Missing me
At golden gates held keys to
When I dropped sword
I threw bushes knocked door
And live peace
But someone comes us
This time Im ready

Cause I fell pedestal
Right rabbit hole
Long story short bad time
Pushed precipice
Clung nearest lips
Long story short wrong guy
Now Im you
Im you
Im you

No keepin score
Now I keep warm Keep warm
No tug war
Now I know theres Know theres more
No keepin score
Now I keep warm Keep warm
And waves meet shore
Ever evermore

Past me
I wanna tell get lost petty things
Your nemeses defeat themselves
Before get chance swing
And hes passing by
Rare glimmer comet sky
And feels like home
If shoe fits walk it
Everywhere go

And I fell pedestal
Right rabbit hole
Long story short bad time
Pushed precipice
Climbed right back cliff
Long story short I survived
Now Im you
And Im ah
And Im you
And Im ah
Yeah yeah
Im you
And Yeah yeah
Im you

Long story short bad time
Long story short I survived
",160,1,2021,7
153,marjorie,"Never be so kind you forget to be clever
Never be so clever you forget to be kind

And if I didnt know better
Id think you were talking to me now
If I didnt know better
Id think you were still around
What died didnt stay dead
What died didnt stay dead
Youre alive youre alive in my head
What died didnt stay dead
What died didnt stay dead
Youre alive so alive

Never be so polite you forget your power
Never wield such power you forget to be polite

And if I didnt know better
Id think you were listening to me now
If I didnt know better
Id think you were still around
What died didnt stay dead
What died didnt stay dead
Youre alive youre alive in my head
What died didnt stay dead
What died didnt stay dead
Youre alive so alive

The autumn chill that wakes me up
You loved the amber skies so much
Long limbs and frozen swims
Youd always go past where our feet could touch
And I complained the whole way there
The car ride back and up the stairs
I shouldve asked you questions
I shouldve asked you how to be
Asked you to write it down for me
Shouldve kept every grocery store receipt
Cause every scrap of you would be taken from me
Watched as you signed your name Marjorie
All your closets of backlogged dreams
And how you left them all to me

What died didnt stay dead
What died didnt stay dead
Youre alive youre alive in my head
What died didnt stay dead
What died didnt stay dead
Youre alive so alive
And if I didnt know better
Id think you were singing to me now
If I didnt know better
Id think you were still around
I know better
But I still feel you all around
I know better
But youre still around
",72,2020-12-11,257773,False,0.535,0.561,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,4,84,269,52,5.173076923076923,"Never kind forget clever
Never clever forget kind

And I didnt know better
Id think talking now
If I didnt know better
Id think still around
What died didnt stay dead
What died didnt stay dead
Youre alive youre alive head
What died didnt stay dead
What died didnt stay dead
Youre alive alive

Never polite forget power
Never wield power forget polite

And I didnt know better
Id think listening now
If I didnt know better
Id think still around
What died didnt stay dead
What died didnt stay dead
Youre alive youre alive head
What died didnt stay dead
What died didnt stay dead
Youre alive alive

The autumn chill wakes up
You loved amber skies much
Long limbs frozen swims
Youd always go past feet could touch
And I complained whole way there
The car ride back stairs
I shouldve asked questions
I shouldve asked be
Asked write me
Shouldve kept every grocery store receipt
Cause every scrap would taken me
Watched signed name Marjorie
All closets backlogged dreams
And left me

What died didnt stay dead
What died didnt stay dead
Youre alive youre alive head
What died didnt stay dead
What died didnt stay dead
Youre alive alive
And I didnt know better
Id think singing now
If I didnt know better
Id think still around
I know better
But I still feel around
I know better
But youre still around
",109,12,2020,11
154,closure,"Its been a long time
And seeing the shape of your name
Still spells out pain
It wasnt right
The way it all went down
Looks like you know that now

Yes I got your letter
Yes Im doing better
It cut deep to know ya
Right to the bone
Yes I got your letter
Yes Im doing better
I know that its over
I dont need your closure
Your closure

Dont treat me like some situation that needs to be handled
Im fine with my spite
And my tears
And my beers and my candles
I can feel you smoothing me over

Yes I got your letter
Yes Im doing better
It cut deep to know ya
Right to the bone
Yes I got your letter
Yes Im doing better
I know that its over
I dont need your closure
Your closure
Your closure
Your closure

I know Im just a
Wrinkle in your new life
Staying friends
Would iron it out so nice
Guilty guilty reaching out across the sea
That you put between you and me
But its fake
And its oh so unnecessary

Yes I got your letter
Yes Im doing better
It cut deep to know ya
Right to the bone
Yes I got your letter
Yes Im doing better
I know that its over
I dont need your closure
Closure
Your closure
Your closure
",65,2021-01-07,180653,False,0.689,0.704,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,5,69,181,50,3.62,"Its long time
And seeing shape name
Still spells pain
It wasnt right
The way went down
Looks like know now

Yes I got letter
Yes Im better
It cut deep know ya
Right bone
Yes I got letter
Yes Im better
I know over
I dont need closure
Your closure

Dont treat like situation needs handled
Im fine spite
And tears
And beers candles
I feel smoothing over

Yes I got letter
Yes Im better
It cut deep know ya
Right bone
Yes I got letter
Yes Im better
I know over
I dont need closure
Your closure
Your closure
Your closure

I know Im a
Wrinkle new life
Staying friends
Would iron nice
Guilty guilty reaching across sea
That put me
But fake
And oh unnecessary

Yes I got letter
Yes Im better
It cut deep know ya
Right bone
Yes I got letter
Yes Im better
I know over
I dont need closure
Closure
Your closure
Your closure
",93,1,2021,7
155,evermore,"Taylor Swift
Gray November
Ive been down since July
Motion capture
Put me in a bad light

I replay my footsteps on each stepping stone
Trying to find the one where I went wrong
Writing letters
Addressed to the fire

And I was catching my breath
Staring out an open window
Catching my death
And I couldnt be sure
I had a feeling so peculiar
That this pain would be for
Evermore

Hey December
Guess Im feeling unmoored
Cant remember
What I used to fight for

I rewind the tape but all it does is pause
On the very moment all was lost
Sending signals
To be doublecrossed

Taylor Swift and Justin Vernon
And I was catching my breath
Barefoot in the wildest winter
Catching my death
And I couldnt be sure
I had a feeling so peculiar
That this pain would be for
Evermore
Evermore

Justin Vernon
Cant not think of all the cost
And the things that will be lost
Oh can we just get a pause
To be certain well be tall again
Whether weather be the frost
Or the violence of the dog days
Im on waves out being tossed
Is there a line that I could just go cross

Taylor Swift and Justin Vernon
And when I was shipwrecked Cant think of all the cost
I thought of you All the things that will be lost now
In the cracks of light Can we just get a pause
I dreamed of you To be certain well be tall again
If you think of all the costs
It was real enough Whether weather be the frost
To get me through Or the violence of the dog days
Or the violence of the dog days
Out on waves being tossed
Im on waves out being tossed
I swear Is there a line that we could just go cross
You were there

And I was catching my breath
Floors of a cabin creaking under my step
And I couldnt be sure
I had a feeling so peculiar
This pain wouldnt be for
Evermore
Evermore
Evermore
This pain wouldnt be for evermore
Evermore
",68,2020-12-11,304106,False,0.39,0.27,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,5,134,290,65,4.461538461538462,"Taylor Swift
Gray November
Ive since July
Motion capture
Put bad light

I replay footsteps stepping stone
Trying find one I went wrong
Writing letters
Addressed fire

And I catching breath
Staring open window
Catching death
And I couldnt sure
I feeling peculiar
That pain would for
Evermore

Hey December
Guess Im feeling unmoored
Cant remember
What I used fight for

I rewind tape pause
On moment lost
Sending signals
To doublecrossed

Taylor Swift Justin Vernon
And I catching breath
Barefoot wildest winter
Catching death
And I couldnt sure
I feeling peculiar
That pain would for
Evermore
Evermore

Justin Vernon
Cant think cost
And things lost
Oh get pause
To certain well tall again
Whether weather frost
Or violence dog days
Im waves tossed
Is line I could go cross

Taylor Swift Justin Vernon
And I shipwrecked Cant think cost
I thought All things lost now
In cracks light Can get pause
I dreamed To certain well tall again
If think costs
It real enough Whether weather frost
To get Or violence dog days
Or violence dog days
Out waves tossed
Im waves tossed
I swear Is line could go cross
You there

And I catching breath
Floors cabin creaking step
And I couldnt sure
I feeling peculiar
This pain wouldnt for
Evermore
Evermore
Evermore
This pain wouldnt evermore
Evermore
",153,12,2020,11
156,right where you left me,"Friends break up friends get married
Strangers get born strangers get buried
Trends change rumors fly through new skies
But Im right where you left me
Matches burn after the other
Pages turn and stick to each other
Wages earned and lessons learned
But Im right where you left me

Help Im still at the restaurant
Still sitting in a corner I haunt
Crosslegged in the dim light
They say What a sad sight I
I swear you could hear a hair pin drop
Right when I felt the moment stop
Glass shattered on the white cloth
Everybody moved on I I stayed there
Dust collected on my pinnedup hair
They expected me to find somewhere
Some perspective but I sat and stared
Right where you left me

You left me no you left me no
You left me no choice but to stay here forever
You left me you left me no you left me no
You left me no choice but to stay here forever

Did you ever hear about the girl who got frozen
Time went on for everybody else she wont know it
Shes still twentythree inside her fantasy
How it was supposed to be
Did you hear about the girl who lives in delusion
Breakups happen every day you dont have to lose it
Shes still twentythree inside her fantasy
And youre sitting in front of me

At the restaurant when I was still the one you want
Crosslegged in the dim light
Everything was just right I
I could feel the mascara run
You told me that you met someone
Glass shattered on the white cloth
Everybody moved on

Help Im still at the restaurant
Still sitting in a corner I haunt
Crosslegged in the dim light
They say What a sad sight I
I stayed there
Dust collected on my pinnedup hair
Im sure that you got a wife out there
Kids and Christmas but Im unaware
Cause Im right where
I cause no harm
Mind my business
If our love died young
I cant bear witness
And its been so long
But if you ever think you got it wrong

Im right where
You left me
You left me no you left me no
You left me no choice but to stay here forever
You left me
You left me no you left me no
You left me no choice but to stay here forever
",79,2021-01-07,245026,False,0.581,0.619,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,4,134,343,61,5.622950819672131,"Friends break friends get married
Strangers get born strangers get buried
Trends change rumors fly new skies
But Im right left me
Matches burn other
Pages turn stick other
Wages earned lessons learned
But Im right left me

Help Im still restaurant
Still sitting corner I haunt
Crosslegged dim light
They say What sad sight I
I swear could hear hair pin drop
Right I felt moment stop
Glass shattered white cloth
Everybody moved I I stayed there
Dust collected pinnedup hair
They expected find somewhere
Some perspective I sat stared
Right left me

You left left no
You left choice stay forever
You left left left no
You left choice stay forever

Did ever hear girl got frozen
Time went everybody else wont know it
Shes still twentythree inside fantasy
How supposed be
Did hear girl lives delusion
Breakups happen every day dont lose it
Shes still twentythree inside fantasy
And youre sitting front me

At restaurant I still one want
Crosslegged dim light
Everything right I
I could feel mascara run
You told met someone
Glass shattered white cloth
Everybody moved on

Help Im still restaurant
Still sitting corner I haunt
Crosslegged dim light
They say What sad sight I
I stayed there
Dust collected pinnedup hair
Im sure got wife there
Kids Christmas Im unaware
Cause Im right where
I cause harm
Mind business
If love died young
I cant bear witness
And long
But ever think got wrong

Im right where
You left me
You left left no
You left choice stay forever
You left me
You left left no
You left choice stay forever
",172,1,2021,7
